league,team,venue,city,state,vendor,stand_name,section,item_name,description,price,category,source_url,season
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Cold Beer & Cheeseburgers,,Section 444,Cold Beer & Cheeseburgers,"The local favorite brings its ""stadium-style"" smashburgers and hand-breaded tenders to the upper deck.",,Local Partner,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,The Big AZ Dog,,Sections 119 & 437,The Big AZ Dog,A massive half-pound hot dog that remains a value favorite for hungry fans.,,Local Partner,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Macho Nachos,,"Sections 119, 406, 450",Macho Nachos,"Loaded nachos served in a souvenir Cardinals football bowl, topped with ground beef, queso, guacamole, and jalapeños.",,Local Partner,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Brisket Burnt Ends Mac & Cheese,,Sections 119 & 437,Brisket Burnt Ends Mac & Cheese,Beer cheese cavatappi topped with garlic-sriracha BBQ smoked brisket burnt ends.,,Local Partner,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Cardinals Corn Dog,,Section 107,Cardinals Corn Dog,"A footlong, hand-dipped corn dog that has been a fan-favorite since the stadium opened.",,Local Partner,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Bubble Lounge,,Section 313,Bubble Lounge,An upscale destination for champagne and premium sparkling cocktails.,,Drinks/Social,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,The Flight Deck,,Section 218,The Flight Deck,"A social hub on the club level offering beer and spirit ""flights"" so fans can sample local Arizona craft brews.",,Drinks/Social,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Jameson Bar,,Section 112,Jameson Bar,A dedicated whiskey bar serving specialty ginger-lime cocktails and neat pours.,,Drinks/Social,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Vegan Jackfruit Birria Pizza,,Section 240,Vegan Jackfruit Birria Pizza,"A cauliflower crust topped with vegan cheese, cilantro-onion pesto, and smoked jackfruit birria.",,Dietary/Value,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Vegan Buffalo Cauliflower Bites,,Section 124,Vegan Buffalo Cauliflower Bites,Fresh cauliflower doused in tangy buffalo sauce and served with a vegan chipotle aioli.,,Dietary/Value,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Sonoran Style Fruit Cup,,Sections 103 & 125,Sonoran Style Fruit Cup,"Fresh mango, watermelon, and pineapple topped with lime, chamoy, and tajín.",,Dietary/Value,,2026
NFL,Arizona Cardinals,State Farm Stadium,Glendale,AZ,Quinoa Super Food Salad,,Section 103,Quinoa Super Food Salad,"Edamame, garbanzo beans, kale, and rainbow brussels sprouts tossed in a Thai peanut dressing.",,Dietary/Value,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,"The ""Lemon Pepper Wet"" Bucket",,Section 122 & 314,"The ""Lemon Pepper Wet"" Bucket","A tribute to the iconic Atlanta wing flavor. A souvenir bucket filled with 15 jumbo wings tossed in buttery lemon pepper sauce, served with celery and blue cheese.",,Headline Item,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Gamechanger,,Section 224,The Dirty Bird 2.0,"Chef Kevin Gillespie’s newest creation. A massive fried chicken breast topped with pimento cheese, spicy peach jam, and bread-and-butter pickles on a toasted brioche bun.",,Headline Item,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,The 404 Burger,,Section 108,The 404 Burger,"A double-stack brisket-blend burger topped with braised short rib, fontina cheese, and a ""Coca-Cola"" caramelized onion jam.",,Headline Item,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Peach Cobbler Waffle Cone,,Section 206,Peach Cobbler Waffle Cone,"Fresh Georgia peach cobbler served inside a warm cinnamon-sugar waffle cone, topped with vanilla bean soft serve and a caramel drizzle.",,Headline Item,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Fox Bros. Bar-B-Q,,Section 124 & 218,Fox Bros. Bar-B-Q,"Consistently the most popular stop. Known for their ""Short Rib"" (which is a full pound of beef on the bone) and their ""Terrapin Tominators"" (tots topped with brisket, cheese, and jalapeños).",,Local Partner,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Antico Pizza,,Section 215,Antico Pizza,"Authentic Neapolitan-style pizza. The ""San Gennaro"" (sausage, peppers, onions) is a stadium favorite.",,Local Partner,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Fred’s Meat & Bread,,Section 114,Fred’s Meat & Bread,"Widely considered to have the best Ribeye Cheesesteak in the city, now available in a high-speed stadium outpost.",,Local Partner,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,The Varsity,,Section 102 & 308,The Varsity,The Atlanta institution brings its famous Chili Dogs and Frosted Oranges to the Benz.,,Local Partner,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Garden & Gun Club,,Club Level,Garden & Gun Club,"An upscale Southern lounge offering premium cocktails, oysters, and shrimp and grits.",,Local Partner,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,The 100-Yard Bar,,Upper Level,The 100-Yard Bar,"Spanning the entire length of the field on the 300 level, this bar features a massive selection of local craft beers and a panoramic view of the skyline through the ""Window to the City.""",,Drinks/Social,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Molly B’s,,Section 134,Molly B’s,"Named after Arthur Blank’s mother, this is a full-service steakhouse inside the stadium. For 2026, they have added a ""Table-side Old Fashioned"" service.",,Drinks/Social,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Molly B’s,,Section 134,AT&T Perch,"A high-tech social zone with views of the mega-column and halo board, specializing in craft cocktails and small bites.",,Drinks/Social,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Monday Night Brewing Outpost,,Section 111,Monday Night Brewing Outpost,"A dedicated space for one of Atlanta’s favorite local breweries. Look for the ""Draft Pick"" Pilsner, brewed exclusively for the stadium.",,Drinks/Social,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Farm Burger,,Section 214,Farm Burger,Offering grass-fed beef burgers and a highly-rated Vegan Quinoa & Black Bean Burger.,,Dietary/Value,,2026
NFL,Atlanta Falcons,Mercedes-Benz Stadium,Atlanta,GA,Farm Burger,,Section 214,Snackology 101,"A dedicated destination for vegan, gluten-free, and organic snacks located on the 100 and 200 levels.",,Dietary/Value,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The 1996 Crab Stack,,Section 124,The 1996 Crab Stack,"A nod to the franchise's inaugural year. This is a toasted brioche bun topped with a 5oz jumbo lump crab cake, fried green tomatoes, and a spicy ""Purple Reign"" remoulade.",,Headline Item,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Chesapeake Chimichanga,,Section 146 & 232,Chesapeake Chimichanga,"A deep-fried flour tortilla stuffed with Old Bay-seasoned chicken, crab dip, and corn salsa, served with a side of ""Bird Sauce"" (honey mustard-Old Bay blend).",,Headline Item,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The Perch,,Section 415,The Raven’s Claw,"A massive, hand-twisted soft pretzel baked with a layer of Maryland crab dip inside the dough, served with a ""Natty Boh"" beer cheese.",,Headline Item,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,B’more Bangers,,Section 103,B’more Bangers,"Locally sourced sausages topped with pit beef ""scraps,"" caramelized onions, and horseradish cream.",,Headline Item,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,"The ""Dirty"" Purple Soda",,The North Plaza,"The ""Dirty"" Purple Soda","Joining the 2026 trend—grape soda mixed with coconut cream, fresh lime, and blackberry syrup.",,Headline Item,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Jimmy’s Famous Seafood,,Section 120 & 150,Jimmy’s Famous Seafood,The undisputed king of Baltimore seafood. Their Crab Cake Egg Rolls and Crab Fries (topped with lump crab and Old Bay) remain the most sought-after items in the stadium.,,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Chaps Pit Beef,,Section 113 & 342,Chaps Pit Beef,"A true Baltimore institution. Their ""Pit Beef"" (slow-roasted, thinly sliced beef on a charcoal grill) is served on a kaiser roll with ""Tiger Sauce"" (raw horseradish and mayo).",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Ekiben,,North Plaza - New for 2026,Ekiben,"The Fells Point cult favorite has arrived at the Bank. Their ""Neighborhood Bird"" (Taiwanese curry fried chicken) on a steamed bun is a total game-changer for stadium food.",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Grotto Pizza,,Multiple Sections,Grotto Pizza,The Delaware/Maryland shore favorite with its signature swirling sauce is the official pizza of the Ravens for 2026.,,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Hoffman’s Meats,,Section 121 & 305,Hoffman’s Meats,"Local butcher-quality hot dogs and the famous ""Black & Purple"" (black pepper and blackberry-infused) sausage.",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The Baltimore Chop,,Section 134,The Baltimore Chop,"Serving hand-carved pit beef, turkey, and ham sandwiches. The ""Triple Threat"" includes all three meats on a giant roll.",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Flock Fries,,Various Locations,Flock Fries,"Thick-cut fries topped with beef gravy, cheese curds, and—of course—a dusting of Old Bay.",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Pratt Street Hoagie,,Section 111,Pratt Street Hoagie,"Classic cold and hot Italian subs, including the ""Ray’s Meatball"" topped with marinara and melted provolone.",,Local Partner,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The Blackwing,,Club Level,The Blackwing,"A new, ultra-premium social club for 2026. It features a high-end sushi bar and ""table-side"" Old Fashioned service using the Official Ravens Whiskey.",,Drinks/Social,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The Perch,,Section 400s,The Perch,"The renovated upper-deck social zone featuring the Heavy Seas Beer Garden, offering local favorites like Loose Cannon IPA.",,Drinks/Social,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Natty Boh Bar,,Section 128,Natty Boh Bar,"A nostalgic destination for ""National Bohemian"" fans, featuring $5 12oz cans and the new ""Boh-mosa"" (Natty Boh mixed with orange juice).",,Drinks/Social,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,The Roof Deck,,Left Field/North Side,The Roof Deck,A social bar area with fire pits (for those cold December games) and a panoramic view of the Baltimore skyline.,,Drinks/Social,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Chesapeake Bowl,,Section 140,Chesapeake Bowl,"A healthy grain bowl with quinoa, roasted veggies, and a choice of grilled chicken or blackened shrimp, finished with a lemon-herb vinaigrette.",,Dietary/Value,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,"Vegan ""Crab"" Cakes",,Section 119,"Vegan ""Crab"" Cakes","A plant-based alternative made from hearts of palm and artichokes, seasoned to perfection with Old Bay and served with vegan tartar sauce.",,Dietary/Value,,2026
NFL,Baltimore Ravens,M&T Bank Stadium,Baltimore,MD,Gluten-Free Market,,Section 108,Gluten-Free Market,"A dedicated grab-and-go spot for GF buns, beers, and ciders.",,Dietary/Value,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,"The ""Battle Boat""",,Section 124 & 306,"The ""Battle Boat""","A two-foot-long souvenir boat filled with waffle fries. One half is topped with ""Buffalo Style"" (chicken, blue cheese, and hot sauce), while the other half rotates weekly to reflect the flavors of the opposing team’s…",,Headline Item,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,The Queen City Weck,,716 Stands - Multiple Locations,The Queen City Weck,A refined version of the Buffalo staple. A Wegmans kimmelweck roll loaded with tender top round beef and smothered in a new horseradish beer cheese fondue.,,Headline Item,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,All-Dressed Chicken Tenders,,Miller Lite Brew Pub,All-Dressed Chicken Tenders,"Tenders coated in a custom spice blend inspired by the Canadian ""All-Dressed"" potato chips, served with a tangy honey-vinegar dipping sauce.",,Headline Item,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,The MVP Sandwich,,Section 112,The MVP Sandwich,"Grilled flank steak topped with jalapeño relish, caramelized onion aioli, arugula, and crispy onion rings on a toasted ciabatta roll.",,Headline Item,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,The Hippo Pocket,,Section 344,The Hippo Pocket,"A deep-fried flour tortilla pocket stuffed with seasoned beef, queso, and jalapeños—designed to be the ultimate portable ""cold weather"" comfort food.",,Headline Item,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Beef on Weck,,Charlie the Butcher,Beef on Weck,The gold standard of Buffalo sandwiches. Hand-carved to order and dipped in au jus.,,Local Partner,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,La Nova Wings,,Multiple Sections,La Nova Wings,"You can't have a Bills game without wings. For 2026, they have introduced a ""Bucket of Bills"" (25 wings) designed for group sharing in the stands.",,Local Partner,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,La Nova Wings,,Multiple Sections,Sahlen’s Hot Dogs,"The official hot dog of the Bills, featuring that signature ""snap"" and served on local Costanzo’s rolls.",,Local Partner,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Tim Hortons,,Multiple Sections,Tim Hortons,"A nod to the proximity to the border, serving hot coffee, Timbits, and the new ""Blue & Red"" donut for the 2026 season.",,Local Partner,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Perry’s Ice Cream,,Section 104,Perry’s Ice Cream,"Serving the ""Brownie Blitz"" flavor in souvenir mini helmets.",,Local Partner,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,The Miller Lite Brew Pub,,Main Concourse,The Miller Lite Brew Pub,"A massive high-energy bar with field views. For 2026, it features a ""Self-Pour"" tap wall with over 20 local craft beers.",,Drinks/Social,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Jack in Black,,Pepsi Clubs,Jack in Black,"A new signature cocktail for 2026—Jack Daniel’s Old No. 7, espresso, Pepsi, and a splash of cherry.",,Drinks/Social,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Jack in Black,,Pepsi Clubs,The Cocktail Carafe,"Designed for two, these souvenir carafes are filled with rotating specialty drinks like the ""Bills Blue Lemonade"" (Vodka, Blue Curacao, and fresh lemonade).",,Drinks/Social,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,The Chickpea Blitz,,Sideline Clubs,The Chickpea Blitz,"A gluten-free wrap filled with chickpea crumble, cucumber, shredded lettuce, and roasted red pepper hummus.",,Dietary/Value,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,Spitako Chicken,,Section 218,Spitako Chicken,"A Halal-certified option featuring saffron rice, hummus, goat cheese, and cilantro.",,Dietary/Value,,2026
NFL,Buffalo Bills,Highmark Stadium,Orchard Park,NY,"Vegan ""Powerhouse"" Quesadilla",,Miller Lite Brew Pub,"Vegan ""Powerhouse"" Quesadilla","Filled with black beans, charred corn, smoked almond red pepper sauce, and vegan cheese.",,Dietary/Value,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Queen City Eatery,,Section 122,The Pizza Burger,"A culinary collision featuring a thick beef patty topped with marinara, pepperoni slices, and melted mozzarella on a toasted bun.",,Headline Item,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Culinary Corner,,Section 326,Grilled Chicken Ramen,"A sophisticated addition for the 2026 season. It features chicken marinated for 12 hours, served in a rich dashi broth with crispy kale, radishes, scallions, and jalapeños.",,Headline Item,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Poke Bar CLT,,Section 307,Ahi Poke Nachos,"Fresh ahi tuna, avocado, and citrus-soy glaze served over crispy wonton chips—a light, premium option for the early-season heat.",,Headline Item,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Dirty Sodas,,Section 334 Bar,Dirty Sodas,"Tapping into the national craze, this bar offers customizable fountain sodas spiked with coconut cream, fresh lime, and seasonal fruit purees.",,Headline Item,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Queen City Smash,,Section 101,"The ""Carolina Smash""","A classic smashburger featuring a proprietary beef blend, topped with jalapeños and ""Carolina sauce.""",,Headline Item,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Bojangles,,"Sections 105, 128, 513",Bojangles,"It isn't a game in the Carolinas without ""Bo-Time."" The Chicken Supremesand Seasoned Fries remain the most popular orders in the building.",,Local Partner,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Piedmont Pit,,Section 346,Cheerwine Sausage,"A stadium-exclusive sausage infused with the legendary NC cherry soda, topped with grilled onions and peppers.",,Local Partner,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Piedmont Pit BBQ,,"Section 121, 136, 346",Piedmont Pit BBQ,The go-to for authentic NC BBQ. Highlights include the Carolina Brisket Sandwich and the Pulled Pork Nachos topped with house-made slaw.,,Local Partner,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Bruster’s Real Ice Cream,,306 Locker Room Lounge,Bruster’s Real Ice Cream,"Freshly made premium ice cream and waffle cones, including a rotating ""Flavor of the Game.""",,Local Partner,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Queen Charlotte & Blue Lightning,,300 Level Bars,Queen Charlotte & Blue Lightning,"Signature cocktails crafted for the 2026 season. The Blue Lightning (Vodka, Blue Curacao, Lemonade) is a fan favorite for Charlotte FC and Panthers games alike.",,Drinks/Social,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Carolina Cantina,,Section 103,Carolina Cantina,"A ""Build Your Own"" taco stand that offers extensive vegetarian and gluten-free toppings, including charred corn and black bean salsa.",,Dietary/Value,,2026
NFL,Carolina Panthers,Bank of America Stadium,Charlotte,NC,Carolina Rice Co.,,Section 129,Gluten-Free Fried Rice,"A dedicated gluten-free destination serving vegetable, chicken, and steak fried rice.",,Dietary/Value,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,"The ""Rome"" Dog",,Section 122 & 320,"The ""Rome"" Dog","A culinary welcome to the Windy City for WR Rome Odunze. This is a fully loaded, jumbo Chicago-style hot dog featuring a unique ""purple-and-blue"" slaw and a signature spicy mustard.",,Headline Item,,2026
